2026-03-12 10:22:22,NB- 14.58
2026-03-12 10:30:29,NB- 18.90
2026-03-12 10:31:03,NB- 16.43
2026-03-12 10:36:19,NB-  5.31
2026-03-12 10:36:52,NB-  5.70
2026-03-12 10:40:21,NB- 19.54
2026-03-12 10:41:09,NB-  5.61
2026-03-12 10:41:41,NB-  5.32
